layer,avg_U_similarity,avg_V_similarity,min_U_similarity,max_U_similarity,spectral_intruder_count
model.layers.18.self_attn.o_proj.weight,0.9997964203357697,0.9997949689626694,0.9991556406021118,0.9999949932098389,0
model.layers.18.mlp.gate_proj.weight,0.9998842686414718,0.9998972386121749,0.9995881915092468,0.9999837875366211,0
model.layers.18.mlp.up_proj.weight,0.9993769526481628,0.9993904829025269,0.9978983402252197,0.9999821782112122,0
model.layers.18.mlp.down_proj.weight,0.999796724319458,0.9997845083475113,0.9989275932312012,0.9999949932098389,0
model.layers.19.self_attn.q_proj.weight,0.8999547928571701,0.8999555677175521,-0.9995854496955872,0.9999974370002747,1
model.layers.19.self_attn.k_proj.weight,0.40000243186950685,0.40000135600566866,-0.9999579191207886,0.9999933242797852,6
model.layers.19.self_attn.v_proj.weight,-0.29341966211795806,-0.293414443731308,-0.9997089505195618,0.9999902248382568,13
model.layers.19.self_attn.o_proj.weight,0.9996037423610687,0.9996025860309601,0.9985204339027405,0.999990701675415,0
model.layers.19.mlp.gate_proj.weight,0.9998947352170944,0.9999079525470733,0.9997459650039673,0.9999889135360718,0
model.layers.19.mlp.up_proj.weight,0.9995149105787278,0.999528107047081,0.9982215762138367,0.9999867081642151,0
model.layers.19.mlp.down_proj.weight,0.9993153661489487,0.9993048399686814,0.9947758913040161,0.9999934434890747,0
model.layers.20.self_attn.q_proj.weight,0.7999504446983338,0.7999495923519134,-0.9999518394470215,0.9999971985816956,2
model.layers.20.self_attn.k_proj.weight,0.9999534130096436,0.9999487966299057,0.9998886585235596,0.9999988675117493,0
model.layers.20.self_attn.v_proj.weight,0.7000741451978684,0.7000686645507812,-0.9994415044784546,0.9999964237213135,3
model.layers.20.self_attn.o_proj.weight,0.801961550116539,0.80196113884449,-0.9988687634468079,0.9999824166297913,2
model.layers.20.mlp.gate_proj.weight,0.9994028776884079,0.9994148403406143,0.997112512588501,0.9999905824661255,0
model.layers.20.mlp.up_proj.weight,0.9997809141874313,0.9997941464185714,0.9995256662368774,0.9999791383743286,0
model.layers.20.mlp.down_proj.weight,0.9996155947446823,0.9996068477630615,0.9988282322883606,0.9999814629554749,0
model.layers.21.self_attn.q_proj.weight,0.8999863177537918,0.8999867051839828,-0.9999185800552368,0.9999966025352478,1
model.layers.21.self_attn.k_proj.weight,0.7999647915363312,0.799961057305336,-0.9999739527702332,0.9999983310699463,2
model.layers.21.self_attn.v_proj.weight,0.9988335371017456,0.9988263309001922,0.9917163848876953,0.999988317489624,0
model.layers.21.self_attn.o_proj.weight,0.9998326897621155,0.9998350888490677,0.9994543194770813,0.9999960660934448,0
model.layers.21.mlp.gate_proj.weight,0.9999276846647263,0.999940350651741,0.9997548460960388,0.9999922513961792,0
model.layers.21.mlp.up_proj.weight,-0.00029329359531402586,-0.00029191970825195315,-0.9999730587005615,0.9999988079071045,10
model.layers.21.mlp.down_proj.weight,0.7994754612445831,0.7994708806276322,-0.9998759031295776,0.9999927878379822,2
model.layers.22.self_attn.q_proj.weight,0.9999389290809632,0.9999400764703751,0.9996064901351929,0.9999991059303284,0
model.layers.22.self_attn.k_proj.weight,0.9999421060085296,0.9999360591173172,0.9997754693031311,0.9999990463256836,0
model.layers.22.self_attn.v_proj.weight,0.9996748894453049,0.9996723443269729,0.9966123700141907,0.9999983310699463,0
model.layers.22.self_attn.o_proj.weight,0.8997293531894683,0.8997296154499054,-0.9999717473983765,0.9999977350234985,1
model.layers.22.mlp.gate_proj.weight,0.9998875141143799,0.999900683760643,0.9996967315673828,0.9999881386756897,0
model.layers.22.mlp.up_proj.weight,0.8950092762708663,0.895023313164711,-0.9998098611831665,0.9999860525131226,1
model.layers.22.mlp.down_proj.weight,0.19986674785614014,0.1998659700155258,-0.9999511241912842,0.999991238117218,8
model.layers.23.self_attn.q_proj.weight,0.8999505817890168,0.899953743815422,-0.9999783039093018,0.9999971389770508,1
model.layers.23.self_attn.k_proj.weight,0.9999667465686798,0.9999618023633957,0.9998704791069031,0.9999943971633911,0
model.layers.23.self_attn.v_proj.weight,0.9999165147542953,0.9999112755060195,0.9997473359107971,0.9999982714653015,0
model.layers.23.self_attn.o_proj.weight,0.9999888241291046,0.9999890804290772,0.9999606013298035,0.9999983906745911,0
model.layers.23.mlp.gate_proj.weight,0.9998629361391067,0.9998760998249054,0.9996209144592285,0.9999889135360718,0
model.layers.23.mlp.up_proj.weight,0.998579940199852,0.9985929369926453,0.991798996925354,0.9999886751174927,0
model.layers.23.mlp.down_proj.weight,0.9996147751808167,0.9996132642030716,0.9980087876319885,0.9999784231185913,0
