layer,avg_U_similarity,avg_V_similarity,min_U_similarity,max_U_similarity,spectral_intruder_count
model.layers.18.mlp.gate_proj.weight,1.0000000804662705,1.0000001579523086,0.9999998807907104,1.0000003576278687,0
model.layers.18.mlp.up_proj.weight,1.0000000596046448,0.9999999850988388,0.9999997615814209,1.000000238418579,0
model.layers.18.mlp.down_proj.weight,1.0000000596046448,1.0000003397464752,0.9999998807907104,1.000000238418579,0
model.layers.19.self_attn.q_proj.weight,1.0000000089406966,1.000000074505806,0.9999997615814209,1.000000238418579,0
model.layers.19.self_attn.k_proj.weight,1.000000035762787,1.0000000596046448,0.9999998807907104,1.000000238418579,0
model.layers.19.self_attn.v_proj.weight,1.0000000447034836,1.0000001788139343,0.9999998807907104,1.000000238418579,0
model.layers.19.self_attn.o_proj.weight,1.000000038743019,0.9999998807907104,0.9999998211860657,1.000000238418579,0
model.layers.19.mlp.gate_proj.weight,1.0000000923871994,1.0000000327825547,0.9999998807907104,1.0000003576278687,0
model.layers.19.mlp.up_proj.weight,1.0000000804662705,1.000000038743019,0.9999998807907104,1.0000003576278687,0
model.layers.19.mlp.down_proj.weight,1.0000000059604646,1.0000006020069123,0.9999998807907104,1.000000238418579,0
model.layers.20.self_attn.q_proj.weight,1.0000000149011612,1.0000001430511474,0.9999998807907104,1.000000238418579,0
model.layers.20.self_attn.k_proj.weight,1.000000062584877,1.000000137090683,0.9999998807907104,1.000000238418579,0
model.layers.20.self_attn.v_proj.weight,1.0000000298023224,1.000000038743019,0.9999998807907104,1.0000001192092896,0
model.layers.20.self_attn.o_proj.weight,0.9999999970197677,1.0000000894069672,0.9999998211860657,1.0000001192092896,0
model.layers.20.mlp.gate_proj.weight,1.0000000149011612,1.0000001579523086,0.9999997615814209,1.000000238418579,0
model.layers.20.mlp.up_proj.weight,1.0000000834465026,1.0000001579523086,0.9999998211860657,1.0000004768371582,0
model.layers.20.mlp.down_proj.weight,1.0000000417232513,1.0000000596046448,0.9999998807907104,1.000000238418579,0
model.layers.21.self_attn.q_proj.weight,1.0000000417232513,1.0000001192092896,0.9999998211860657,1.000000238418579,0
model.layers.21.self_attn.k_proj.weight,1.0000000476837159,1.00000002682209,0.9999998211860657,1.000000238418579,0
model.layers.21.self_attn.v_proj.weight,1.0000000536441802,1.0000001072883606,1.0,1.0000001192092896,0
model.layers.21.self_attn.o_proj.weight,1.0000000834465026,1.0000000536441802,0.9999998807907104,1.000000238418579,0
model.layers.21.mlp.gate_proj.weight,1.00000002682209,1.000000101327896,0.9999997615814209,1.0000003576278687,0
model.layers.21.mlp.up_proj.weight,1.0000000953674317,1.000000113248825,0.9999998211860657,1.0000003576278687,0
model.layers.21.mlp.down_proj.weight,1.0000000506639481,0.9999998569488525,0.9999999403953552,1.000000238418579,0
model.layers.22.self_attn.q_proj.weight,1.000000011920929,1.0000001281499862,0.9999998211860657,1.000000238418579,0
model.layers.22.self_attn.k_proj.weight,1.000000038743019,1.0000000804662705,0.9999998807907104,1.0000001192092896,0
model.layers.22.self_attn.v_proj.weight,1.0000000536441802,1.0000000774860383,0.9999998807907104,1.000000238418579,0
model.layers.22.self_attn.o_proj.weight,1.0000000655651093,1.0000001519918442,0.9999999403953552,1.000000238418579,0
model.layers.22.mlp.gate_proj.weight,1.000000101327896,1.0000000059604646,0.9999998211860657,1.0000003576278687,0
model.layers.22.mlp.up_proj.weight,1.0000000774860383,0.9999999016523361,0.9999998211860657,1.0000003576278687,0
model.layers.22.mlp.down_proj.weight,1.0000000298023224,1.0,0.9999997615814209,1.000000238418579,0
model.layers.23.self_attn.q_proj.weight,1.0000000536441802,0.9999999731779099,0.9999998807907104,1.0000003576278687,0
model.layers.23.self_attn.k_proj.weight,1.000000038743019,0.9999999940395355,0.9999998807907104,1.000000238418579,0
model.layers.23.self_attn.v_proj.weight,0.9999999970197677,1.0000000774860383,0.9999998807907104,1.0000001192092896,0
model.layers.23.self_attn.o_proj.weight,1.0000000417232513,1.0000000566244125,0.9999998211860657,1.0000003576278687,0
model.layers.23.mlp.gate_proj.weight,1.00000002682209,1.0000001281499862,0.9999998807907104,1.000000238418579,0
model.layers.23.mlp.up_proj.weight,1.000000038743019,1.000000035762787,0.9999998807907104,1.0000003576278687,0
model.layers.23.mlp.down_proj.weight,1.000000038743019,1.000000175833702,0.9999997615814209,1.0000003576278687,0
